name,brand,price,sku,image_url,description,category,sub_category
Peace Fingers Word Art T-Shirt,LA Pop Art,19.99,237288,https://media.gamestop.com/i/gamestop/11114141_black/Peace-Fingers-Word-Art-T-Shirt-black?$pdp2x$,Created using the words 'Give Peace A Chance',Women's,T-Shirts
TheNorthwest Star Wars Classic Being Darth Vader Adult Throw Blanket with Sleeves 48x71,Northwest,42.89,315513,https://media.gamestop.com/i/gamestop/11165478/TheNorthwest-Star-Wars-Classic-Being-Darth-Vader-Adult-Throw-Blanket-with-Sleeves-48x71?$pdp2x$,"Amazingly silky-soft and cozy, the Adult Silk Touch Comfy Throw Blanket with Sleeves by TheNorthwest is the perfect lounging accessory. This throw with sleeves is the ideal choice for comfort around the home. This 48""x 71"" throw features an opening in the back that allows for full coverage in front. It has long sleeves that allow for movement while staying warm. Grab this throw with sleeves and take a nap on the couch with your favorite character!",Bedroom,Throws & Blankets
Pokemon Pikachu Plush GameStop Exclusive,The Pokemon Company International,39.99,165834,https://media.gamestop.com/i/gamestop/10160337/Pokemon-Pikachu-Plush-GameStop-Exclusive?$pdp2x$,"Cute and cuddly 24 Pokémon Pikachu Plush Stuffed Animal is a must have for all Pokemon fans! This super soft plush figure is great to take wherever you go! The Pikachu plush toy is inspired by Pokémon anime, trading cards, Let's Go! and Nintendo video games series! Makes a great gift for fans of Pokemon - Your favorite Pokémon character is waiting for you! Officially licensed Pokémon merchandise by Wicked Cool Toys. Polyester.",Toys & Games,Stuffed Animals & Plush
The Legend of Zelda It's Dangerous to Go Alone Doormat,Pyramid America,29.99,161490,https://media.gamestop.com/i/gamestop/10157854/The-Legend-of-Zelda-Its-Dangerous-to-Go-Alone-Doormat?$pdp2x$,Celebrate your fandom right on your doorstep with this all-natural coir doormat. Soft PVC backing makes it slip-resistant. Can be used indoors or outdoors.,Home,Outdoors
Star Wars The Mandalorian Hero Walk Mens T-Shirt,Fifth Sun,19.99,292393,https://media.gamestop.com/i/gamestop/11145398/Star-Wars-The-Mandalorian-Hero-Walk-Mens-T-Shirt?$pdp2x$,"Take the reins as a Mandalorian Bounty Hunter exploring the galaxy in this awesome Star Wars tee that celebrates the Star Wars-inspired television series, The Mandalorian with favorites like Grogu, Mando, Greef Karga and more.",Men's,T-Shirts
NFL Baltimore Ravens Console Skin for PlayStation 5 Digital Edition,Skinit,24.99,247357,https://media.gamestop.com/i/gamestop/11119855/NFL-Baltimore-Ravens-Console-Skin-for-PlayStation-5-Digital-Edition?$pdp2x$,"The NFL Baltimore Ravens PS5 Digital Edition Console Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight PS5 Digital Edition Console decal protection without the bulk. Every Skinit Baltimore Ravens skin is officially licensed by NFL for an authentic brand design. The Baltimore Ravens Baltimore Ravens Sony PS5 Digital Edition Console decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your PS5 Digital Edition Console The Baltimore Ravens Baltimore Ravens skin can be easily applied and removed from your PS5 Digital Edition Console with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your PS5 Digital Edition Console style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday PS5 Digital Edition Console uses in mind so that each Baltimore Ravens skin offers a premium feel with a thin functional protection. Shop all officially licensed NFL Baltimore Ravens Sony PS5 Digital Edition Console skins made by Skinit and make it yours today!",Skins,PlayStation 5
Pillars Of Eternity II: Deadfire Ultimate Collector's Edition - Xbox One,THQ,19.99,208772,https://media.gamestop.com/i/gamestop/11097573/Pillars-Of-Eternity-II-Deadfire-Ultimate-Collectors-Edition---Xbox-One?$pdp2x$,"Pursue a rogue god over land and sea in the sequel to the multi-award-winning RPG Pillars of Eternity. Captain your ship on a dangerous voyage of discovery across the vast unexplored archipelago region of the Deadfire. Bend the world to your will, as you explore the depths of infinite possibilities, including detailed character customization, total freedom of exploration, and more meaningful choices at every turn.",Video Games,Xbox One
Kids Learn Spelling and Grammar A Plus Edition - Nintendo DS,Navarre,6.99,920756,https://media.gamestop.com/i/gamestop/10099314/Kids-Learn-Spelling-and-Grammar-A-Plus-Edition---Nintendo-DS?$pdp2x$,"SPELLING CAN BE FUN!

Spelling and Grammar is a fun way for kids to learn and practice their English language skills. Kids are cast into the role of a detective where a variety of themed games and exercises will ""teach"" language through various modes of game play. kids can play with their friends in multiplayer mode or play",Video Games,NDS
Mobile Suit Gundam Calamity Full Mechanics Grade Model Kit,Bandai,60.99,248238,https://media.gamestop.com/i/gamestop/11118817/Mobile-Suit-Gundam-Calamity-Full-Mechanics-Grade-Model-Kit?$pdp2x$,"The Calamity Gundam from MS Gundam Seed, a series popular among fans will be available and joins the new format series Full Mechanics. The joint gimmicks throughout the body enable the recreation of scenes from the series. Details such as the moving Ram Cannons on the shield, the ""Schlag"" Long-Range Beam Cannon on the back, and the range of articulation despite the Mobile Suit's hefty silhouette enable dynamic action poses. Kit includes: ""Todesblock"" a 337mm Plasma-Sabot Bazooka, ""Kaefer Zwei"" 2-barrel 115mm Ram Cannon shield, a set of foil stickers and a set of marking stickers.",Collectibles,Model Kits
Melissa and Doug Fresh Mart Grocery Store Companion Collection,Melissa & Doug,16.94,322504,https://media.gamestop.com/i/gamestop/11177308/Melissa-and-Doug-Fresh-Mart-Grocery-Store-Companion-Collection?$pdp2x$,"This companion set to the Fresh Mart Grocery Store has everything kids three and older need to stock shelves and get shopping! There are 70 pieces to play with, including grocer and shopper role-play items like an apron, conveyor belt divider bar, and a cloth shopping bag, a fully stocked grab-and-go rack (gum, granola bar, a magazine, and more!), play money, cards, and coupons, and grocery boxes and cans! This set plays perfectly with the Melissa & Doug Fresh Mart Grocery Store!",Toys & Games,Pretend Play Toys
Hasbro Transformers: Generations Galvatron Selects Leader WFC-GS27 7-in Action Figure,Hasbro,52.99,304416,https://media.gamestop.com/i/gamestop/11153461/Hasbro-Transformers-Generations-Galvatron-Selects-Leader-WFC-GS27-7-in-Action-Figure?$pdp2x$,"Fans can take their Transformers figure collections to the next level with Generations Selects, a fan-dedicated line of figures featuring fan-favorite, special edition characters you can’t find in the main line.
Behold, Galvatron! The herald of Unicron blasts his way into the Generations Selects line with this special edition figure! This Galvatron figure is inspired by the classic 1986 toy release, featuring comic-inspired deco. Includes 2 weapon accessories and the classic green Matrix of Leadership accessory on a chain that can be worn around the figure’s neck. This Galvatron figure converts from robot to Galactic Cannon mode in 33 steps. Comes with a sheet of foil labels, including a heat-sensitive sticker that reveals the Decepticon shield when you rub it with your finger",Collectibles,Figures
New Nintendo 3DS XL Pikachu Yellow GameStop Premium Refurbished,Nintendo,149.99,142193,https://media.gamestop.com/i/gamestop/10149278/New-Nintendo-3DS-XL-Pikachu-Yellow-GameStop-Premium-Refurbished?$pdp2x$,"The Nintendo NEW 3DS XL features face Tracking 3D, The C Stick, Built-in amiibo Support, and more...",3DS,3DS
American Flag Pledge of Allegiance Word Art Mens Hooded Sweatshirt,LA Pop Art,49.99,259479,https://media.gamestop.com/i/gamestop/11134245_gray/American-Flag-Pledge-of-Allegiance-Word-Art-Mens-Hooded-Sweatshirt-gray?$pdp2x$,"American Flag created out of the Pledge of Allegiance. The Pledge of Allegiance is one of the first thing we are taught as children and the spirit and power of those few perfect lines is something that stays with us forever. There is a reason America is the greatest country in the world and its because of its people. This American Flag ""Word Art"" design is created out of the full text to The Pledge of Allegiance.",Clothing,Jackets & Outerwear
ASUS ROG Swift PG258Q Full HD 1080p 240Hz Gaming Monitor 24.5-in,ASUS,499.99,164517,https://media.gamestop.com/i/gamestop/10159830/ASUS-ROG-Swift-PG258Q-Full-HD-1080p-240Hz-Gaming-Monitor-24.5-in?$pdp2x$,"25"""" Full HD (1920x1080p) panel with a 1ms response time and native 240Hz refresh rate with a frameless design and customizable LED lighting effect
Flexible connectivity options with DisplayPort 1.2, HDMI 1.4 and 2 x USB 3.0 ports
NVIDIA G-SYNC ensures smooth gameplay by eliminating screen tearing and stuttering
ASUS Eye Care technology makes marathons even easier, reducing eyestrain and other eye ailments with TUV Rheinland-certified blue light filter and flicker-free backlighting
Game-grade ergonomics such as tilt, pivot, swivel and height adjustments allow you to play like a pro in your comfort zone.",Desktops & Laptops,Monitors
NCAA Football 2012 - Xbox 360,Electronic Arts,17.99,952821,https://media.gamestop.com/i/gamestop/10089429/NCAA-Football-2012---Xbox-360?$pdp2x$,"NCAA Football 12 takes the journey of the college athlete to the next level of depth and authenticity. Experience the pride and pageantry of gameday Saturday like never before as you go from high school superstar to top college player to head coach in Road to Glory and Dynasty modes. With an enhanced in-game presentation, new traditions, and an all-new collision system, make an impact by leading your team to the National Championship with NCAA Football 12.",Video Games,Xbox 360
Case-Mate Case for iPhone 13 Pro Cute as a Dumpling,Case-Mate,29.99,312258,https://media.gamestop.com/i/gamestop/11172167/Case-Mate-Case-for-iPhone-13-Pro-Cute-as-a-Dumpling?$pdp2x$,"Give your phone the trendy update it deserves with Tough Prints! Choose from a variety of different fashion prints that perfectly match your vibe. The Tough Prints collection is backed with 10-foot drop protection and anti-scratch protection to keep your device styling safely.   

Here at Case-Mate, we know that a case isn't just something you slip on the back of your phone and forget. It's a fashion accessory in its own right. A phone case expresses your personality, accentuates your look, and most importantly protects your phone. But just because it's a practical necessity doesn't mean it can't be beautiful and stylish.

CASE???MATE, On Point.

? Compatible with",Accessories,Cases & Storage
Observer: System Redux - PlayStation 4,Deep Silver,26.99,295249,https://media.gamestop.com/i/gamestop/11146433/Observer-System-Redux---PlayStation-4?$pdp2x$,"GameStop is excited to bring you Observer: System Redux on PS4! Discover a dark, cyberpunk world as you become a neural police detective and solve the case by hacking into the minds of others.",Video Games,PlayStation 4
Checkerboard Pattern Console Skin for Xbox Series X,Skinit,24.99,255377,https://media.gamestop.com/i/gamestop/11128272/Checkerboard-Pattern-Console-Skin-for-Xbox-Series-X?$pdp2x$,"The Checkerboard Xbox Series X Console Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight Xbox Series X Console decal protection without the bulk. Every Skinit Checkerboard skin is officially licensed by Skinit for an authentic brand design. The Checkerboard Checkerboard Split Microsoft Xbox Series X Console decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your Xbox Series X Console The Checkerboard Checkerboard Split skin can be easily applied and removed from your Xbox Series X Console with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your Xbox Series X Console style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday Xbox Series X Console uses in mind so that each Checkerboard skin offers a premium feel with a thin functional protection. Shop all officially licensed Checkerboard Microsoft Xbox Series X Console skins made by Skinit and make it yours today!",Skins,Xbox Series X|S
